3.295837402,0.150577039,A
3.295898438,0.172088027,A
3.295959473,0.236621052,A
3.296020508,0.232371956,A
3.296081543,0.185632005,A
3.296142578,0.166511104,A
3.296203613,0.196254715,A
3.296264648,0.228653997,A
3.296325684,0.258397639,A
3.296386719,0.2528207,A
3.296447754,0.306199849,A
3.296508789,0.341520369,A
3.296569824,0.328507572,A
3.296630859,0.263974547,A
3.296691895,0.199175969,A
3.29675293,0.112600811,A
3.296813965,0.043287575,A
3.296875,0.016199645,A
3.296936035,0.005576927,A
3.29699707,-0.029478043,A
3.297058105,-0.033195995,A
3.297119141,-0.028415771,A
3.297180176,0.143141136,A
3.297241211,0.333553344,A
3.297302246,0.607619524,A
3.297363281,0.849551857,A
3.297424316,0.787674546,A
3.297485352,0.566190839,A
3.297546387,0.456776887,A
3.297607422,0.515201807,A
3.297668457,0.612134159,A
3.297729492,0.647985816,A
3.297790527,0.803608596,A
3.297851563,0.569643259,A
3.297912598,0.096666738,A
3.297973633,-0.049926773,A
3.298034668,-0.091886513,A
3.298095703,-0.058159381,A
3.298156738,-0.032399289,B
3.298217773,-0.009560446,B
3.298278809,-0.003452383,B
3.298339844,0.016996348,B
3.298400879,-0.007170335,B
3.298461914,-0.03000918,B
3.298522949,-0.015137373,B
3.298583984,0.011419422,B
3.29864502,0.009826014,B
3.298706055,0.023369979,B
3.29876709,0.073296756,B
3.298828125,0.094276622,B
3.29888916,0.057362679,B
3.298950195,0.013809534,B
3.29901123,0.013543966,B
3.299072266,0.039304055,B
3.299133301,0.034523834,B
3.299194336,-0.019386461,B
3.299255371,-0.101978093,B
3.299316406,-0.172088027,B
3.299377441,-0.219890267,B
3.299438477,-0.224139348,A
3.299499512,-0.174212575,A
3.299560547,-0.111007407,A
3.299621582,-0.044349849,A
3.299682617,0.003186815,A
3.299743652,0.056300405,A
3.299804688,0.043553144,A
3.299865723,0.007967039,A
3.299926758,0.005576927,A
3.299987793,0.044084281,A
3.300048828,0.032399289,A
3.300109863,0.013278398,A
3.300170898,0.021776572,A
3.300231934,0.022838844,A
3.300292969,0.021776572,A
3.300354004,0.035054971,A
3.300415039,0.050723482,A
3.300476074,0.093479916,A
3.300537109,0.11897444,A
3.300598145,0.135439664,A
3.30065918,0.132252842,A
3.300720215,0.088699698,A
